Z,X1,X2,X3,X4,X5,Y1,Y2,Y3,S
1.0,0.7335513486636743,1.0934021488158934,-0.9889336845302884,-0.02847008879274715,0.0,28.330759341629722,12.558826804471064,9.05641502143132,1.0
0.0,-0.03210853507097755,-1.0841058564609094,-0.3306589087195315,-1.5162996540687659,0.0,-8.706620738186148,-7.861978635134368,28.608638814370806,1.0
1.0,0.1624022510718502,-1.2111816769848904,0.5481307637478533,0.4212251252835697,1.0,34.10999985879159,11.653021451317555,5.961537941292541,1.0
1.0,1.6880705747794287,0.03795875149200584,-0.7814216267679988,-0.2636782053215352,1.0,41.88771923333859,26.521296548128582,,1.0
1.0,0.3825302418778851,-1.3962020910222246,0.6374630329790542,-0.19402127537360492,0.0,18.713080218056408,-0.04718355776154404,3.054374296291002,1.0
0.0,0.13209186839108178,-0.7423788947063479,-0.3593285983264258,0.20292998267651263,0.0,1.329518015366034,-2.8776051024498965,1.8127923131109582,1.0
0.0,1.1159808468420955,0.8565148945723615,-0.7434734684616181,-0.6617591986223542,0.0,1.426556393827194,5.612243022776495,4.494667858939186,1.0
0.0,2.2864806275396194,0.49211838828181403,-0.5237425447269062,0.33370776985643047,0.0,17.151795505435338,38.773150507608726,,1.0
1.0,1.74627253246664,1.3062092295397358,0.5351894226809953,2.908133760946499,0.0,195.1911425778262,201.29597487236146,,1.0
1.0,0.04497791065862372,-0.7098892827526333,-0.12171655543968844,-1.1891613475925569,0.0,11.34513067611867,-4.057449109879905,16.82664287892678,1.0
1.0,1.0319250061098062,-0.7657477042067402,0.859711672662943,0.5659330397745221,0.0,34.69409200742093,18.92260779274649,25.5147275199836,1.0
0.0,-0.08162676558436233,-0.7670096190563609,0.16407333788715847,0.13412583128208988,0.0,-0.3502175691285154,-2.5663938824259356,0.5194278044015761,1.0
0.0,0.2647620576731542,-1.4181253226398742,0.9026887437737381,0.7790293467074549,1.0,8.745570137214221,13.230343943126819,17.998566258555584,1.0
1.0,0.9890563519650817,1.170775919333113,-0.1930524242620748,1.1069435162087153,0.0,48.73088401960003,41.295949730692925,,1.0
1.0,0.3680382093526444,-0.18574594771246306,0.633595808704854,2.6598540542166558,0.0,103.19919400941913,68.68141981362983,,1.0
1.0,-0.05935452946135711,-0.22236964036408138,-0.25138230488748625,0.3980015645830368,1.0,28.09689985797381,8.03301781064747,5.484967766360093,1.0
1.0,2.1419820725852174,0.6551872925732527,2.1453187049314284,2.8762535882405125,0.0,271.41780698708106,300.9285490692462,,1.0
1.0,-1.389700942548898,-0.6837844203317935,0.028892857922363853,-0.08882529837263786,1.0,21.063819994306733,-5.739326919819536,6.866640573109736,1.0
0.0,-0.36196259493770244,0.3083668357643879,-0.22013412938809945,-0.011859910538156715,0.0,1.8683392852958949,-1.482788275653059,0.24346893214196386,1.0
1.0,0.44567141863745624,-0.6781851528115471,1.0644855131310242,1.1476525397426325,1.0,55.52305108155428,38.140488119108426,,1.0
1.0,-0.6072793382372534,1.0814023637280115,-0.9513963768212156,0.5123288945725226,1.0,35.269284667305804,9.455076683929272,9.848480648206401,1.0
0.0,0.4044962389807183,-0.2979864565165085,2.0776988165168544,2.3806961088224163,0.0,46.845438397383845,97.3370832876245,,1.0
1.0,-0.0063327076515868885,-0.1206346352629532,-1.353619179504447,-1.025579323410426,0.0,7.242674738796004,-4.292888984174353,24.43407813390193,1.0
1.0,0.3718919077470362,-1.09408102199689,-0.5055379068727989,0.46530091433097764,0.0,18.028820061110647,-0.9653622640001123,3.9417200933114644,1.0
1.0,1.5455520046563098,-0.049034189289077545,-1.2204241511348688,-0.10140750658965625,0.0,24.853317005134716,8.572383899679688,3.400451065671618,1.0
1.0,0.15507545034418435,0.36764179483935683,-1.2089850426859865,0.25654327939077737,0.0,20.33103731847784,3.6025348289093926,3.1155154246876124,1.0
1.0,-1.1647496364763135,-1.5646357775663673,-0.3143241902463398,-0.6402499372128573,0.0,-3.606110296057382,-9.814302935617025,37.74740016345657,1.0
1.0,-1.3316800422829407,-0.31344104071219453,0.5520813923481731,0.8755388050722088,1.0,37.08080743342928,5.408337499558742,4.118898251794349,1.0
0.0,1.5480413678715443,-0.2480311142994343,-2.8950520525113195,0.1675150977710792,0.0,-13.542784937423914,-7.324645169039345,15.901654363340716,1.0
0.0,-0.10489924271060491,-0.1377009334291557,0.19973510961066232,1.5091412987608421,0.0,4.100728232840744,11.302816861170703,16.976119432287586,1.0
1.0,-0.19954307179691577,-0.29931080342878486,-0.1971343923266059,0.2793750630145489,0.0,19.78476411244551,0.8274279393775819,2.1697551102067556,1.0
1.0,-0.28056631634169726,0.9006522430437827,0.46058565100526433,1.9686403586477943,0.0,66.2470194086017,42.11678654365882,,1.0
0.0,-0.35186807352653926,0.04160523785030573,0.44962366727872505,1.244178783136063,1.0,8.778162513438323,21.466118641736912,51.87417162056584,1.0
1.0,1.238306015871244,-0.15291222951734446,-0.7182965310325594,-0.17318427946735715,1.0,34.195865473640495,18.83212486799028,13.70207432339033,1.0
1.0,1.9187780302576516,0.8911174795652905,-0.3553245062155172,-0.1654683081326852,0.0,45.042140428055085,35.34593281687693,,1.0
0.0,-0.8914541785490775,-1.1069397151595741,0.14629275933243008,0.6148735320032757,0.0,-2.947755503791287,-6.441586354718115,4.124217502610835,1.0
0.0,0.11482316518780178,-1.0567917891940586,-1.4420191414979828,-0.02656389189850783,0.0,-5.846970125762099,-6.922805004024812,20.224719709406287,1.0
0.0,1.7492878666148,0.4239587406774101,0.15506050684923897,0.13833263523264178,1.0,16.75288552097593,43.49274180078076,,1.0
1.0,0.4162902863973068,2.142130606861505,0.5187180689886041,1.316261289372454,0.0,85.63487362243673,78.06385842744076,,1.0
1.0,-0.19040256423876567,-0.16704688350237817,-1.2584019161657845,-1.557088143199611,1.0,9.986302631990744,-6.483731272972076,24.799489279292786,1.0
1.0,-0.2778235465470016,-0.17296441314529692,0.14551617774515935,1.2903619606484178,1.0,41.748836565038665,18.74183124564454,35.58333010568782,1.0
0.0,-0.04545111418700132,-0.0957527237883741,0.41966991043713986,0.6464097892345444,0.0,-0.10802405037687557,4.998827731913215,4.828897965516017,1.0
1.0,0.14906905399811893,0.03514780299717407,-2.2996202016456437,-0.8388309223317195,1.0,7.837760339257879,-9.030605031096567,22.307360579659978,1.0
0.0,1.1947268790599845,-2.0385817042018823,-0.6200314912447668,-0.5220691724439489,0.0,-12.15200357630951,-8.60109445112386,21.404125371063056,1.0
1.0,2.0439373612928136,0.4648149785304582,-3.196113297466665,-0.9315035210424912,1.0,26.975695931548007,4.065278822340339,8.548577976499008,1.0
0.0,1.3395205847810212,-0.27078562742971735,-1.3821302706299017,-1.031757410706239,0.0,-5.711831531546679,-5.443887042592741,12.734285389369404,1.0
1.0,0.13879620234731993,-0.7774244976370738,-0.18087142025075564,0.09004065586680388,0.0,18.80273649329255,1.991780166492803,3.6280413033112833,1.0
1.0,-0.5103629555417748,-1.3749335356190602,-0.13803883602265565,0.5172303639177626,0.0,15.461337673519239,-5.519712211675733,9.906087422751941,1.0
0.0,2.074941283393718,0.553481985201316,-0.9851147557564234,0.3450760671978583,0.0,13.295946220951068,26.47314419541705,,1.0
0.0,1.171180670418944,-0.2832358542746579,-0.579444006603115,-0.8052654201459771,1.0,0.7751597368087917,6.011551689168898,2.2478589031783787,1.0
1.0,-0.3202175066287627,-0.4822722440489746,0.3803967963481376,0.40932350785297666,1.0,32.01200717925895,11.80381098321739,7.074116668425068,1.0
0.0,-1.2804261230320257,-1.0299075897760477,0.878113296392938,0.6980168791101579,1.0,2.05083197364453,0.7599261008393765,-3.180572066804068,1.0
0.0,-0.1296540560178121,-0.18350587117852188,0.24901647725063383,0.8899277658079033,1.0,3.8016698781723335,14.335954382892393,25.267764491686915,1.0
0.0,2.53948372309084,1.8702622960029702,-0.22636153592586758,0.027862201561775768,1.0,57.70650647967297,124.62682828399288,,1.0
1.0,-0.7750218461349359,-1.9150536973493695,-0.3902705573198582,0.7888088579200127,0.0,9.02984630890186,-8.224527343533854,23.440104683089427,1.0
1.0,0.06455763993137764,-0.30571922400136914,-0.22055261431844286,-0.20022797802928038,1.0,25.926989066714683,5.200813532860328,1.6377923185869205,1.0
0.0,1.8408607635388172,-0.2597134211172825,0.220771703563274,0.5870818061503832,1.0,15.47027278147366,44.28962843861874,,1.0
