,0,1,2,3,4,5,6
0,0.0,1.0057623800453928,-0.936721107312984,-0.6144883833118822,0.503884375795156,0.0,-0.8150512738810078
1,1.0,0.05272724330408024,-0.9466011222516029,-0.06647450352243542,0.7912569697172321,0.0,0.14940648601202638
2,1.0,0.18791589589890212,-0.05349719862650226,0.5797268700633773,-0.23001254889244016,0.0,-0.3266393618120744
3,1.0,0.32529885464513153,-2.01699184491135,0.9143027821293556,0.7698628157383034,0.0,-0.23601853848909599
4,0.0,2.7144860534189617,1.4831947319306782,2.922784450291189,2.07623903509422,0.0,
5,1.0,0.5062930283782998,-2.1566800927772944,-0.2828250555690869,1.0487415247566487,0.0,-1.2318368353552833
6,0.0,0.09074022379701263,-0.060623813779038915,-0.8025389211693452,-0.7292979579931645,0.0,-0.4920260380733446
7,0.0,2.1521648301949834,0.9460296125534517,3.1492002684169056,2.2241662718142066,1.0,
8,0.0,-0.5700328829996788,0.06470166680480743,0.493179898341914,0.8615381266723381,0.0,-0.9408589979108452
9,1.0,0.08980261897786918,-0.7301424491691029,0.14136867206901021,1.692126130530311,1.0,
10,0.0,1.1176096640639162,-0.7396707442136201,-0.15121563046121483,0.11493546923545095,0.0,-0.6236287853487772
11,0.0,1.0254467758086414,-0.8576792249398637,0.2470516651646841,0.6699114290433326,1.0,
12,1.0,1.1938692728633922,-0.19035136487176624,-0.7987009458767041,0.5491405997593892,1.0,-0.27765776194407854
13,1.0,1.322927315867237,1.2122228038690916,0.5627706511485335,0.5756425333667444,0.0,
14,1.0,-0.4565929884447826,-0.9850189670585134,-2.6514879833437988,-0.7145143059000759,1.0,-0.8695692538918536
15,1.0,-0.47884544525969674,-1.1210695063555685,4.424982416264274,3.757589626269686,1.0,
16,0.0,-0.6853715844153951,-0.47048866314259513,-0.6067516456467131,-2.7801135417643326,0.0,-1.8313635491720444
17,0.0,0.9902557908181888,0.2961840667211209,-1.3396601849964833,-0.5407840022913649,0.0,-0.5059230959813137
18,0.0,0.7582071987997623,0.6862037663024074,0.21519126345907574,1.406468690332947,0.0,
19,1.0,0.36954774712723426,-0.0008708007487526759,-0.21425865918216008,-0.10876051656725816,1.0,-0.1439398366874113
20,0.0,-0.8641046309391123,-1.9104920474495266,-0.5443681230352597,-0.04465711633631064,1.0,-1.0207374812677628
21,0.0,-0.3090918131471587,-1.0260357459397946,-2.6855846468748066,-0.9429608751967914,1.0,-1.3705758909437888
22,0.0,0.9306516336528465,-0.8418074472891852,-0.6097441396699158,-0.5917916205308539,0.0,-0.6949804842660772
23,0.0,1.1568219807119793,0.580754591859918,1.0358623304307009,1.8550511673855832,1.0,
24,1.0,-0.11837132030213793,-1.4580252293187375,-0.24305161089556107,1.2141156376148734,0.0,-0.28128018405792166
25,0.0,0.4990557627103669,-0.20082836853350738,-0.14093174975662703,0.0004940746401627116,1.0,
26,1.0,-0.689692226134333,-0.32789220148099735,0.4747080119669766,0.4768286977806673,0.0,-1.363394851497446
27,1.0,0.955871774994673,-0.5985095500792779,-0.6106261645300954,0.517140843152308,0.0,-0.35148874958285076
28,1.0,0.5228928688755206,-1.1453610366182367,-0.6274621960699687,0.0872739235333157,0.0,0.4029728980358533
29,1.0,0.842654217496281,-0.4836647890750735,0.25248724421201696,0.6367643972402125,0.0,0.5338948172030318
30,0.0,0.9532697902862977,-0.888145208426482,0.25272811093771774,1.4065650250963515,0.0,
31,0.0,0.8472855985058328,0.5939600726665453,0.42163561447356246,0.17828532000609026,1.0,
32,1.0,2.9373438237419123,1.6094461528045423,0.1942031650164129,0.7483704102073886,1.0,
33,1.0,-0.27788857887987484,-1.7268125283705336,0.353537320219378,0.5760827780361508,0.0,0.9081706367827416
34,0.0,1.3209091233278798,0.47569257407540716,-1.1324031075931664,-0.9175941348272448,1.0,0.32111621161851966
35,1.0,0.840965009300927,-1.0479256559754182,-0.09261051358237282,0.481919495167903,0.0,-0.07825549174710193
36,0.0,-0.40054220797125384,-0.10942937604221337,-0.2646391789789488,0.23165595573642578,1.0,
37,1.0,0.9792183897459268,-0.37627625485731175,0.03216542798529318,0.02048855754808565,0.0,-0.6528944998370717
38,1.0,2.1670143220242184,0.5339249347041861,0.05904634899219571,0.3897545062603462,0.0,
39,0.0,-0.6939179701743785,-0.6899550025925087,1.0037283913578483,1.9323730192114983,0.0,
40,1.0,1.9819631495784302,-0.28654292345351806,2.7269657120475306,2.4863676056352406,1.0,
41,0.0,1.4168577998907173,1.5210000673128763,-0.6999967015220778,-0.22777476103616656,0.0,1.1057594987977666
42,0.0,0.8816850869787136,0.4242296703529302,-3.89104028602148,-3.3815620826929926,1.0,-3.215993116739183
43,1.0,0.9672965529099907,-0.14177929632622066,0.2188695848017203,0.49292799102632057,0.0,0.461423594131641
44,1.0,-0.14429632741096032,-1.5416304540363226,0.2368309321586972,2.4073658953967403,0.0,
45,1.0,0.8835720109440087,0.8815135425926177,-0.3428647031745924,0.43188261642586445,0.0,
46,0.0,0.19797445700431893,-0.18156853501103357,-1.611752190346081,-1.646974262734652,0.0,-1.9141457249316856
47,0.0,-0.29524847139028065,-0.22149768899810274,1.1945033603477069,0.6543650689807561,0.0,-0.9917848481864951
48,1.0,-1.1894013287926555,-2.8606145842978052,0.5053892652469656,0.012522496105183967,0.0,-2.0210692960989647
49,0.0,0.33823371977676625,-0.18058986896178902,-0.12724516161772859,0.283295518847705,1.0,-0.40003152124096086
50,0.0,1.5482267606201876,0.5804341831612911,1.8138438724074737,1.135311842726241,1.0,
51,1.0,0.8356662819351477,0.2375650952304949,0.8601947822553997,0.7293376536600751,0.0,
52,1.0,0.9654737829260951,1.1006111682229032,-1.747779765183906,0.32703008758681995,0.0,0.02162506922834362
53,1.0,0.34987673212605336,-0.2091814126283507,1.2060519488855064,1.2167017103460505,0.0,
54,0.0,0.2551166004156278,-0.946831572056742,2.353813382743623,0.6347998053810452,0.0,
55,1.0,0.5777242736671007,-1.0369191216447935,1.944716272837665,1.9285897232192273,1.0,
56,0.0,0.1843409272760722,-0.7861170272057129,0.6110022657598517,1.0181265192340867,0.0,
57,0.0,0.8447541137168653,1.2121625597713386,1.0721086782235574,0.5540385245875004,0.0,
58,1.0,-0.14494181144661222,-1.202202696958269,-0.6911868498302088,-0.9519654102717799,1.0,-1.1734829730340366
59,0.0,-0.4998303395733832,-0.7988267889476428,0.1494092071351129,1.6026343019264098,0.0,
60,0.0,-0.12394017255027989,-0.8918784962029911,0.6972479758208222,1.2463076254711805,0.0,
